レコード種別,カラム名,位置,長さ
H6,三連単票数_4875_票数,102410,11
H6,三連単票数_4875_人気順,102421,4
H6,三連単票数_4876_組番,102425,6
H6,三連単票数_4876_票数,102431,11
H6,三連単票数_4876_人気順,102442,4
H6,三連単票数_4877_組番,102446,6
H6,三連単票数_4877_票数,102452,11
H6,三連単票数_4877_人気順,102463,4
H6,三連単票数_4878_組番,102467,6
H6,三連単票数_4878_票数,102473,11
H6,三連単票数_4878_人気順,102484,4
H6,三連単票数_4879_組番,102488,6
H6,三連単票数_4879_票数,102494,11
H6,三連単票数_4879_人気順,102505,4
H6,三連単票数_4880_組番,102509,6
H6,三連単票数_4880_票数,102515,11
H6,三連単票数_4880_人気順,102526,4
H6,三連単票数_4881_組番,102530,6
H6,三連単票数_4881_票数,102536,11
H6,三連単票数_4881_人気順,102547,4
H6,三連単票数_4882_組番,102551,6
H6,三連単票数_4882_票数,102557,11
H6,三連単票数_4882_人気順,102568,4
H6,三連単票数_4883_組番,102572,6
H6,三連単票数_4883_票数,102578,11
H6,三連単票数_4883_人気順,102589,4
H6,三連単票数_4884_組番,102593,6
H6,三連単票数_4884_票数,102599,11
H6,三連単票数_4884_人気順,102610,4
H6,三連単票数_4885_組番,102614,6
H6,三連単票数_4885_票数,102620,11
H6,三連単票数_4885_人気順,102631,4
H6,三連単票数_4886_組番,102635,6
H6,三連単票数_4886_票数,102641,11
H6,三連単票数_4886_人気順,102652,4
H6,三連単票数_4887_組番,102656,6
H6,三連単票数_4887_票数,102662,11
H6,三連単票数_4887_人気順,102673,4
H6,三連単票数_4888_組番,102677,6
H6,三連単票数_4888_票数,102683,11
H6,三連単票数_4888_人気順,102694,4
H6,三連単票数_4889_組番,102698,6
H6,三連単票数_4889_票数,102704,11
H6,三連単票数_4889_人気順,102715,4
H6,三連単票数_4890_組番,102719,6
H6,三連単票数_4890_票数,102725,11
H6,三連単票数_4890_人気順,102736,4
H6,三連単票数_4891_組番,102740,6
H6,三連単票数_4891_票数,102746,11
H6,三連単票数_4891_人気順,102757,4
H6,三連単票数_4892_組番,102761,6
H6,三連単票数_4892_票数,102767,11
H6,三連単票数_4892_人気順,102778,4
H6,三連単票数_4893_組番,102782,6
H6,三連単票数_4893_票数,102788,11
H6,三連単票数_4893_人気順,102799,4
H6,三連単票数_4894_組番,102803,6
H6,三連単票数_4894_票数,102809,11
H6,三連単票数_4894_人気順,102820,4
H6,三連単票数_4895_組番,102824,6
H6,三連単票数_4895_票数,102830,11
H6,三連単票数_4895_人気順,102841,4
H6,三連単票数_4896_組番,102845,6
H6,三連単票数_4896_票数,102851,11
H6,三連単票数_4896_人気順,102862,4
H6,三連単票数合計,102866,11
H6,三連単返還票数合計,102877,11
H6,レコード区切,102888,2
HC,レコード種別ID,0,2
HC,データ区分,2,1
HC,データ作成年月日,3,8
HC,トレセン区分,11,1
HC,調教年月日,12,8
HC,調教時刻,20,4
HC,血統登録番号,24,10
HC,合計タイム4ハロン,34,4
HC,ラップタイム3～4ハロン,38,3
HC,合計タイム3ハロン,41,4
HC,ラップタイム2～3ハロン,45,3
HC,合計タイム2ハロン,48,4
HC,ラップタイム1～2ハロン,52,3
HC,ラップタイム0～1ハロン,55,3
HC,レコード区切,58,2
HN,レコード種別ID,0,2
HN,データ区分,2,1
HN,データ作成年月日,3,8
HN,繁殖登録番号,11,8
HN,予備A,19,8
HN,血統登録番号,27,10
HN,予備B,37,1
HN,馬名,38,36
HN,馬名半角カナ,74,40
HN,馬名欧字,114,80
HN,生年,194,4
HN,性別コード,198,1
HN,品種コード,199,1
HN,毛色コード,200,2
HN,繁殖馬持込区分,202,1
HN,輸入年,203,4
HN,産地名,207,20
HN,父馬繁殖登録番号,227,8
HN,母馬繁殖登録番号,235,8
HN,レコード区切,243,2
HR,レコード種別ID,0,2
HR,データ区分,2,1
HR,データ作成年月日,3,8
HR,開催年,11,4
HR,開催月日,15,4
HR,競馬場コード,19,2
HR,開催回,21,2
HR,開催日目,23,2
HR,レース番号,25,2
HR,登録頭数,27,2
HR,出走頭数,29,2
HR,不成立フラグ単勝,31,1
HR,不成立フラグ複勝,32,1
HR,不成立フラグ枠連,33,1
HR,不成立フラグ馬連,34,1
HR,不成立フラグワイド,35,1
HR,不成立フラグ予備,36,1
HR,不成立フラグ馬単,37,1
HR,不成立フラグ三連複,38,1
HR,不成立フラグ三連単,39,1
HR,特払フラグ単勝,40,1
HR,特払フラグ複勝,41,1
HR,特払フラグ枠連,42,1
HR,特払フラグ馬連,43,1
HR,特払フラグワイド,44,1
HR,特払フラグ予備,45,1
HR,特払フラグ馬単,46,1
HR,特払フラグ三連複,47,1
HR,特払フラグ三連単,48,1
HR,返還フラグ単勝,49,1
HR,返還フラグ複勝,50,1
HR,返還フラグ枠連,51,1
HR,返還フラグ馬連,52,1
HR,返還フラグワイド,53,1
HR,返還フラグ予備,54,1
HR,返還フラグ馬単,55,1
HR,返還フラグ三連複,56,1
HR,返還フラグ三連単,57,1
HR,返還馬番情報_1,58,1
HR,返還馬番情報_2,59,1
HR,返還馬番情報_3,60,1
HR,返還馬番情報_4,61,1
HR,返還馬番情報_5,62,1
HR,返還馬番情報_6,63,1
HR,返還馬番情報_7,64,1
HR,返還馬番情報_8,65,1
HR,返還馬番情報_9,66,1
HR,返還馬番情報_10,67,1
HR,返還馬番情報_11,68,1
HR,返還馬番情報_12,69,1
HR,返還馬番情報_13,70,1
HR,返還馬番情報_14,71,1
HR,返還馬番情報_15,72,1
HR,返還馬番情報_16,73,1
HR,返還馬番情報_17,74,1
HR,返還馬番情報_18,75,1
HR,返還馬番情報_19,76,1
HR,返還馬番情報_20,77,1
HR,返還馬番情報_21,78,1
HR,返還馬番情報_22,79,1
HR,返還馬番情報_23,80,1
HR,返還馬番情報_24,81,1
HR,返還馬番情報_25,82,1
HR,返還馬番情報_26,83,1
HR,返還馬番情報_27,84,1
HR,返還馬番情報_28,85,1
HR,返還枠番情報_1,86,1
HR,返還枠番情報_2,87,1
HR,返還枠番情報_3,88,1
HR,返還枠番情報_4,89,1
HR,返還枠番情報_5,90,1
HR,返還枠番情報_6,91,1
HR,返還枠番情報_7,92,1
HR,返還枠番情報_8,93,1
HR,返還同枠情報_1,94,1
HR,返還同枠情報_2,95,1
HR,返還同枠情報_3,96,1
HR,返還同枠情報_4,97,1
HR,返還同枠情報_5,98,1
HR,返還同枠情報_6,99,1
HR,返還同枠情報_7,100,1
HR,返還同枠情報_8,101,1
HR,単勝払戻_1_馬番,102,2
HR,単勝払戻_1_払戻金,104,9
HR,単勝払戻_1_人気順,113,2
HR,単勝払戻_2_馬番,115,2
HR,単勝払戻_2_払戻金,117,9
HR,単勝払戻_2_人気順,126,2
HR,単勝払戻_3_馬番,128,2
HR,単勝払戻_3_払戻金,130,9
HR,単勝払戻_3_人気順,139,2
HR,複勝払戻_1_馬番,141,2
HR,複勝払戻_1_払戻金,143,9
HR,複勝払戻_1_人気順,152,2
HR,複勝払戻_2_馬番,154,2
HR,複勝払戻_2_払戻金,156,9
HR,複勝払戻_2_人気順,165,2
HR,複勝払戻_3_馬番,167,2
HR,複勝払戻_3_払戻金,169,9
HR,複勝払戻_3_人気順,178,2
HR,複勝払戻_4_馬番,180,2
HR,複勝払戻_4_払戻金,182,9
HR,複勝払戻_4_人気順,191,2
HR,複勝払戻_5_馬番,193,2
HR,複勝払戻_5_払戻金,195,9
HR,複勝払戻_5_人気順,204,2
HR,枠連払戻_1_組番,206,2
HR,枠連払戻_1_払戻金,208,9
HR,枠連払戻_1_人気順,217,2
HR,枠連払戻_2_組番,219,2
HR,枠連払戻_2_払戻金,221,9
HR,枠連払戻_2_人気順,230,2
HR,枠連払戻_3_組番,232,2
HR,枠連払戻_3_払戻金,234,9
HR,枠連払戻_3_人気順,243,2
HR,馬連払戻_1_組番,245,4
HR,馬連払戻_1_払戻金,249,9
HR,馬連払戻_1_人気順,258,3
HR,馬連払戻_2_組番,261,4
HR,馬連払戻_2_払戻金,265,9
HR,馬連払戻_2_人気順,274,3
HR,馬連払戻_3_組番,277,4
HR,馬連払戻_3_払戻金,281,9
HR,馬連払戻_3_人気順,290,3
HR,ワイド払戻_1_組番,293,4
HR,ワイド払戻_1_払戻金,297,9
HR,ワイド払戻_1_人気順,306,3
HR,ワイド払戻_2_組番,309,4
HR,ワイド払戻_2_払戻金,313,9
HR,ワイド払戻_2_人気順,322,3
HR,ワイド払戻_3_組番,325,4
HR,ワイド払戻_3_払戻金,329,9
HR,ワイド払戻_3_人気順,338,3
HR,ワイド払戻_4_組番,341,4
HR,ワイド払戻_4_払戻金,345,9
HR,ワイド払戻_4_人気順,354,3
HR,ワイド払戻_5_組番,357,4
HR,ワイド払戻_5_払戻金,361,9
HR,ワイド払戻_5_人気順,370,3
HR,ワイド払戻_6_組番,373,4
HR,ワイド払戻_6_払戻金,377,9
HR,ワイド払戻_6_人気順,386,3
HR,ワイド払戻_7_組番,389,4
HR,ワイド払戻_7_払戻金,393,9
HR,ワイド払戻_7_人気順,402,3
HR,予備払戻_1_組番,405,4
HR,予備払戻_1_払戻金,409,9
HR,予備払戻_1_人気順,418,3
HR,予備払戻_2_組番,421,4
HR,予備払戻_2_払戻金,425,9
HR,予備払戻_2_人気順,434,3
HR,予備払戻_3_組番,437,4
HR,予備払戻_3_払戻金,441,9
HR,予備払戻_3_人気順,450,3
HR,馬単払戻_1_組番,453,4
HR,馬単払戻_1_払戻金,457,9
HR,馬単払戻_1_人気順,466,3
HR,馬単払戻_2_組番,469,4
HR,馬単払戻_2_払戻金,473,9
HR,馬単払戻_2_人気順,482,3
HR,馬単払戻_3_組番,485,4
HR,馬単払戻_3_払戻金,489,9
HR,馬単払戻_3_人気順,498,3
HR,馬単払戻_4_組番,501,4
HR,馬単払戻_4_払戻金,505,9
HR,馬単払戻_4_人気順,514,3
HR,馬単払戻_5_組番,517,4
HR,馬単払戻_5_払戻金,521,9
HR,馬単払戻_5_人気順,530,3
HR,馬単払戻_6_組番,533,4
HR,馬単払戻_6_払戻金,537,9
HR,馬単払戻_6_人気順,546,3
HR,三連複払戻_1_組番,549,6
HR,三連複払戻_1_払戻金,555,9
HR,三連複払戻_1_人気順,564,3
HR,三連複払戻_2_組番,567,6
HR,三連複払戻_2_払戻金,573,9
HR,三連複払戻_2_人気順,582,3
HR,三連複払戻_3_組番,585,6
HR,三連複払戻_3_払戻金,591,9
HR,三連複払戻_3_人気順,600,3
HR,三連単払戻_1_組番,603,6
HR,三連単払戻_1_払戻金,609,9
HR,三連単払戻_1_人気順,618,4
HR,三連単払戻_2_組番,622,6
HR,三連単払戻_2_払戻金,628,9
HR,三連単払戻_2_人気順,637,4
HR,三連単払戻_3_組番,641,6
HR,三連単払戻_3_払戻金,647,9
HR,三連単払戻_3_人気順,656,4
HR,三連単払戻_4_組番,660,6
HR,三連単払戻_4_払戻金,666,9
HR,三連単払戻_4_人気順,675,4
HR,三連単払戻_5_組番,679,6
HR,三連単払戻_5_払戻金,685,9
HR,三連単払戻_5_人気順,694,4
HR,三連単払戻_6_組番,698,6
HR,三連単払戻_6_払戻金,704,9
HR,三連単払戻_6_人気順,713,4
HR,レコード区切,717,2
HS,レコード種別ID,0,2
HS,データ区分,2,1
HS,データ作成年月日,3,8
HS,血統登録番号,11,10
HS,父馬繁殖登録番号,21,8
HS,母馬繁殖登録番号,29,8
HS,生年,37,4
HS,主催者市場コード,41,6
HS,主催者名称,47,40
HS,市場の名称,87,80
HS,市場の開催期間開始日,167,8
HS,市場の開催期間終了日,175,8
HS,取引時の競走馬の年齢,183,1
HS,取引価格,184,10
HS,レコード区切,194,2
HY,レコード種別ID,0,2
HY,データ区分,2,1
HY,データ作成年月日,3,8
HY,血統登録番号,11,10
HY,馬名,21,36
HY,馬名の意味由来,57,64
HY,レコード区切,121,2
JC,レコード種別ID,0,2
JC,データ区分,2,1
JC,データ作成年月日,3,8
JC,開催年,11,4
JC,開催月日,15,4
JC,競馬場コード,19,2
JC,開催回,21,2
JC,開催日目,23,2
JC,レース番号,25,2
JC,発表月日時分,27,8
JC,馬番,35,2
JC,馬名,37,36
JC,変更後負担重量,73,3
JC,変更後騎手コード,76,5
JC,変更後騎手名,81,34
JC,変更後騎手見習コード,115,1
JC,変更前負担重量,116,3
JC,変更前騎手コード,119,5
JC,変更前騎手名,124,34
JC,変更前騎手見習コード,158,1
JC,レコード区切,159,2
JG,レコード種別ID,0,2
JG,データ区分,2,1
JG,データ作成年月日,3,8
JG,開催年,11,4
JG,開催月日,15,4
JG,競馬場コード,19,2
JG,開催回,21,2
JG,開催日目,23,2
JG,レース番号,25,2
JG,血統登録番号,27,10
JG,馬名,37,36
JG,出馬投票受付順番,73,3
JG,出走区分,76,1
JG,除外状態区分,77,1
JG,レコード区切,78,2
KS,レコード種別ID,0,2
KS,データ区分,2,1
KS,データ作成年月日,3,8
KS,騎手コード,11,5
KS,騎手抹消区分,16,1
KS,騎手免許交付年月日,17,8
KS,騎手免許抹消年月日,25,8
KS,生年月日,33,8
KS,騎手名,41,34
KS,予備A,75,34
KS,騎手名半角カナ,109,30
KS,騎手名略称,139,8
KS,騎手名欧字,147,80
KS,性別区分,227,1
KS,騎乗資格コード,228,1
KS,騎手見習コード,229,1
KS,騎手東西所属コード,230,1
KS,招待地域名,231,20
KS,所属調教師コード,251,5
KS,所属調教師名略称,256,8
KS,初騎乗情報_1_年月日場回日R,264,16
KS,初騎乗情報_1_出走頭数,280,2
KS,初騎乗情報_1_血統登録番号,282,10
KS,初騎乗情報_1_馬名,292,36
KS,初騎乗情報_1_確定着順,328,2
KS,初騎乗情報_1_異常区分コード,330,1
KS,初騎乗情報_2_年月日場回日R,331,16
KS,初騎乗情報_2_出走頭数,347,2
KS,初騎乗情報_2_血統登録番号,349,10
KS,初騎乗情報_2_馬名,359,36
KS,初騎乗情報_2_確定着順,395,2
KS,初騎乗情報_2_異常区分コード,397,1
KS,初勝利情報_1_年月日場回日R,398,16
KS,初勝利情報_1_出走頭数,414,2
KS,初勝利情報_1_血統登録番号,416,10
KS,初勝利情報_1_馬名,426,36
KS,初勝利情報_2_年月日場回日R,462,16
KS,初勝利情報_2_出走頭数,478,2
KS,初勝利情報_2_血統登録番号,480,10
KS,初勝利情報_2_馬名,490,36
KS,最近重賞勝利情報_1_年月日場回日R,526,16
KS,最近重賞勝利情報_1_競走名本題,542,60
KS,最近重賞勝利情報_1_競走名略称10文字,602,20
KS,最近重賞勝利情報_1_競走名略称6文字,622,12
KS,最近重賞勝利情報_1_競走名略称3文字,634,6
KS,最近重賞勝利情報_1_グレードコード,640,1
KS,最近重賞勝利情報_1_出走頭数,641,2
KS,最近重賞勝利情報_1_血統登録番号,643,10
KS,最近重賞勝利情報_1_馬名,653,36
KS,最近重賞勝利情報_2_年月日場回日R,689,16
KS,最近重賞勝利情報_2_競走名本題,705,60
KS,最近重賞勝利情報_2_競走名略称10文字,765,20
KS,最近重賞勝利情報_2_競走名略称6文字,785,12
KS,最近重賞勝利情報_2_競走名略称3文字,797,6
KS,最近重賞勝利情報_2_グレードコード,803,1
KS,最近重賞勝利情報_2_出走頭数,804,2
KS,最近重賞勝利情報_2_血統登録番号,806,10
KS,最近重賞勝利情報_2_馬名,816,36
KS,最近重賞勝利情報_3_年月日場回日R,852,16
KS,最近重賞勝利情報_3_競走名本題,868,60
KS,最近重賞勝利情報_3_競走名略称10文字,928,20
KS,最近重賞勝利情報_3_競走名略称6文字,948,12
KS,最近重賞勝利情報_3_競走名略称3文字,960,6
KS,最近重賞勝利情報_3_グレードコード,966,1
KS,最近重賞勝利情報_3_出走頭数,967,2
KS,最近重賞勝利情報_3_血統登録番号,969,10
KS,最近重賞勝利情報_3_馬名,979,36
KS,本年前年累計成績情報_1_設定年,1015,4
KS,本年前年累計成績情報_1_平地本賞金合計,1019,10
KS,本年前年累計成績情報_1_障害本賞金合計,1029,10
KS,本年前年累計成績情報_1_平地付加賞金合計,1039,10
KS,本年前年累計成績情報_1_障害付加賞金合計,1049,10
KS,本年前年累計成績情報_1_平地着回数_1,1059,6
KS,本年前年累計成績情報_1_平地着回数_2,1065,6
KS,本年前年累計成績情報_1_平地着回数_3,1071,6
KS,本年前年累計成績情報_1_平地着回数_4,1077,6
KS,本年前年累計成績情報_1_平地着回数_5,1083,6
KS,本年前年累計成績情報_1_平地着回数_6,1089,6
KS,本年前年累計成績情報_1_障害着回数_1,1095,6
KS,本年前年累計成績情報_1_障害着回数_2,1101,6
KS,本年前年累計成績情報_1_障害着回数_3,1107,6
KS,本年前年累計成績情報_1_障害着回数_4,1113,6
KS,本年前年累計成績情報_1_障害着回数_5,1119,6
KS,本年前年累計成績情報_1_障害着回数_6,1125,6
KS,本年前年累計成績情報_1_札幌平地着回数_1,1131,6
KS,本年前年累計成績情報_1_札幌平地着回数_2,1137,6
KS,本年前年累計成績情報_1_札幌平地着回数_3,1143,6
KS,本年前年累計成績情報_1_札幌平地着回数_4,1149,6
KS,本年前年累計成績情報_1_札幌平地着回数_5,1155,6
KS,本年前年累計成績情報_1_札幌平地着回数_6,1161,6
KS,本年前年累計成績情報_1_札幌障害着回数_1,1167,6
KS,本年前年累計成績情報_1_札幌障害着回数_2,1173,6
KS,本年前年累計成績情報_1_札幌障害着回数_3,1179,6
KS,本年前年累計成績情報_1_札幌障害着回数_4,1185,6
KS,本年前年累計成績情報_1_札幌障害着回数_5,1191,6
KS,本年前年累計成績情報_1_札幌障害着回数_6,1197,6
KS,本年前年累計成績情報_1_函館平地着回数_1,1203,6
KS,本年前年累計成績情報_1_函館平地着回数_2,1209,6
KS,本年前年累計成績情報_1_函館平地着回数_3,1215,6
KS,本年前年累計成績情報_1_函館平地着回数_4,1221,6
KS,本年前年累計成績情報_1_函館平地着回数_5,1227,6
KS,本年前年累計成績情報_1_函館平地着回数_6,1233,6
KS,本年前年累計成績情報_1_函館障害着回数_1,1239,6
